user_id,avg_decision_time,risk_score,exploration_score,curiosity_score,information_score,time_pressure_efficiency,decision_consistency,decision_variance,risk_shift_over_time,hint_dependency_curve,exploration_depth,pressure_success_rate,option_entropy,timeout_rate,path_unlock_rate,event_count,confidence,curiosity,emotional_safety,exploratory_power
TCBIS1402,3.987,0.864,0.214,0.654,0.36,0.674,0.847,0.083,-0.324,0.229,0.304,0.724,0.773,0.104,0.471,14,8.13,5.64,6.49,5.77
TCBIS1403,5.806,0.617,0.427,0.565,0.454,0.4,0.929,0.07,0.229,0.157,0.365,0.235,0.511,0.308,0.251,17,6.21,6.05,6.59,4.96
TCBIS1404,6.951,0.516,0.559,0.525,0.243,0.321,0.915,0.089,0.127,0.388,0.523,0.194,0.453,0.173,0.455,20,6.42,6.1,7.05,6.59
TCBIS1405,8.214,0.562,0.623,0.79,0.778,0.417,0.701,0.239,0.338,0.313,0.456,0.386,0.431,0.094,0.145,14,5.88,7.82,6.62,5.3
TCBIS1406,5.467,0.132,0.783,0.497,0.612,0.656,0.567,0.465,-0.041,0.035,0.709,0.742,0.292,0.151,0.572,19,7.43,5.95,4.96,6.62
TCBIS1407,4.01,0.661,0.305,0.501,0.686,0.614,0.818,0.167,-0.454,0.144,0.371,0.52,0.362,0.377,0.493,18,6.54,6.15,6.55,4.81
TCBIS1408,3.86,0.404,0.84,0.157,0.196,0.596,0.486,0.444,0.368,0.547,0.779,0.577,0.536,0.29,0.667,12,5.99,3.04,6.17,7.83
TCBIS1409,2.512,0.512,0.669,0.711,0.619,0.627,0.928,0.113,-0.374,-0.151,0.494,0.448,0.555,0.447,0.169,17,6.77,5.87,7.26,6.71
TCBIS1410,4.541,0.781,0.091,0.623,0.575,0.667,0.509,0.417,-0.267,0.622,0.184,0.703,0.338,0.028,0.358,18,7.13,5.44,5.72,3.51
TCBIS1411,8.719,0.227,0.353,0.181,0.519,0.397,0.866,0.135,0.344,-0.151,0.358,0.437,0.672,0.457,0.368,23,6.23,4.95,5.53,5.49
TCBIS1412,4.484,0.412,0.542,0.862,0.476,0.607,0.735,0.28,0.207,0.146,0.481,0.589,0.534,0.042,0.369,10,7.13,6.54,7.24,6.04
TCBIS1413,8.97,0.721,0.354,0.473,0.682,0.351,0.794,0.18,-0.302,0.206,0.268,0.318,0.557,0.042,0.108,24,6.86,5.44,5.11,5.38
TCBIS1414,8.642,0.624,0.104,0.458,0.276,0.34,0.424,0.588,0.546,-0.325,0.097,0.358,0.852,0.439,0.083,20,6.18,5.56,5.58,3.5
TCBIS1415,9.949,0.618,0.326,0.69,0.341,0.217,0.622,0.454,0.533,0.266,0.243,0.171,0.612,0.091,0.089,16,4.96,6.14,6.96,5.3
TCBIS1416,5.087,0.183,0.432,0.189,0.448,0.549,0.751,0.234,-0.481,0.625,0.318,0.511,0.527,0.395,0.106,10,6.53,4.71,6.14,5.17
TCBIS1417,4.831,0.56,0.216,0.47,0.485,0.532,0.99,0.062,0.502,0.391,0.236,0.446,0.701,0.284,0.272,11,7.05,6.22,7.32,4.61
TCBIS1418,1.897,0.512,0.806,0.139,0.381,0.731,0.873,0.177,-0.193,0.093,0.783,0.686,0.815,0.023,0.74,17,9.04,4.64,7.13,8.61
TCBIS1419,11.422,0.446,0.729,0.469,0.403,0.155,0.93,0.028,0.528,0.617,0.511,0.133,0.608,0.025,0.107,24,5.22,5.02,7.07,5.78
TCBIS1420,8.434,0.683,0.201,0.59,0.388,0.593,0.683,0.28,0.472,0.063,0.183,0.88,0.49,0.075,0.149,14,7.9,5.03,6.45,3.51
TCBIS1421,1.152,0.596,0.469,0.337,0.244,0.69,0.941,0.054,0.278,0.309,0.363,0.567,0.348,0.092,0.166,12,7.99,4.84,5.97,5.19
TCBIS1422,8.32,0.534,0.612,0.455,0.703,0.401,0.823,0.107,0.422,0.21,0.537,0.375,0.531,0.054,0.397,15,6.87,7.04,6.54,5.96
TCBIS1423,3.953,0.781,0.384,0.956,0.906,0.61,0.89,0.129,-0.16,0.107,0.409,0.458,0.71,0.073,0.456,21,7.63,6.95,5.94,5.58
TCBIS1424,4.296,0.879,0.192,0.707,0.594,0.721,0.951,0.065,0.166,-0.342,0.283,0.801,0.717,0.027,0.452,16,8.59,5.98,5.65,6.06
TCBIS1425,11.372,0.337,0.587,0.092,0.437,0.415,0.898,0.168,-0.228,-0.057,0.503,0.699,0.862,0.539,0.346,13,5.8,4.49,6.44,6.77
TCBIS1426,7.998,0.411,0.577,0.479,0.301,0.472,0.897,0.136,-0.129,0.605,0.42,0.597,0.365,0.085,0.129,16,7.37,4.67,7.4,5.76
TCBIS1427,3.796,0.321,0.852,0.17,0.085,0.665,0.772,0.209,-0.497,0.57,0.697,0.75,0.544,0.11,0.41,18,8.33,3.09,6.59,6.69
TCBIS1428,3.188,0.426,0.44,0.568,0.579,0.766,0.836,0.089,-0.518,-0.144,0.449,0.818,0.783,0.08,0.465,12,9.14,6.19,6.46,5.1
TCBIS1429,8.117,0.16,0.455,0.139,0.483,0.251,0.734,0.223,0.092,0.524,0.394,0.075,0.594,0.467,0.282,17,4.21,5.11,4.28,5.73
TCBIS1430,5.713,0.226,0.382,0.235,0.583,0.435,0.638,0.323,-0.098,-0.229,0.306,0.276,0.825,0.193,0.164,22,6.04,5.19,6.04,5.83
TCBIS1431,1.195,0.479,0.634,0.412,0.562,0.841,0.922,0.081,0.201,0.637,0.435,0.835,0.941,0.075,0.066,22,8.92,5.85,7.53,5.77
TCBIS1432,1.815,0.629,0.654,0.624,0.343,0.566,0.59,0.414,0.367,0.367,0.477,0.321,0.089,0.055,0.148,15,6.95,6.02,5.97,5.64
TCBIS1433,9.748,0.54,0.454,0.442,0.32,0.275,0.723,0.203,-0.056,0.193,0.57,0.29,0.443,0.509,0.786,23,4.66,4.8,6.37,6.55
TCBIS1434,3.454,0.184,0.72,0.37,0.176,0.616,0.864,0.092,-0.401,-0.08,0.546,0.595,0.323,0.231,0.223,24,7.39,3.73,5.92,5.95
TCBIS1435,1.49,0.749,0.445,0.25,0.207,0.68,0.724,0.311,-0.216,0.161,0.44,0.58,0.534,0.054,0.43,13,7.83,4.01,5.69,6.33
TCBIS1436,11.0,0.577,0.695,0.56,0.666,0.168,0.9,0.175,0.072,0.512,0.633,0.071,0.621,0.198,0.517,24,4.39,6.07,6.59,7.8
TCBIS1437,11.216,0.162,0.649,0.205,0.3,0.243,0.954,0.11,0.385,0.309,0.523,0.335,0.318,0.024,0.289,11,5.02,3.98,6.71,6.34
TCBIS1438,2.287,0.857,0.75,0.543,0.521,0.687,0.694,0.366,0.488,-0.124,0.547,0.587,0.281,0.285,0.169,24,7.77,5.58,4.89,6.33
TCBIS1439,4.977,0.34,0.371,0.538,0.646,0.636,0.99,0.088,-0.505,0.412,0.265,0.652,0.371,0.142,0.067,10,7.23,6.11,6.89,4.02
TCBIS1440,1.555,0.465,0.57,0.211,0.454,0.788,0.749,0.283,0.218,-0.303,0.395,0.77,0.325,0.209,0.069,23,8.22,4.18,6.55,5.64
TCBIS1441,1.837,0.575,0.25,0.78,0.524,0.703,0.822,0.232,0.384,0.235,0.325,0.587,0.464,0.112,0.463,24,7.16,7.1,6.5,4.56
TCBIS1442,3.905,0.249,0.434,0.289,0.235,0.387,0.376,0.642,0.211,0.533,0.326,0.108,0.777,0.212,0.125,13,5.11,4.07,5.18,5.66
TCBIS1443,6.845,0.621,0.471,0.692,0.589,0.526,0.641,0.313,0.261,0.102,0.346,0.565,0.911,0.119,0.114,21,6.65,7.69,6.24,6.28
TCBIS1444,10.803,0.445,0.327,0.708,0.61,0.413,0.734,0.236,0.093,-0.196,0.235,0.614,0.612,0.002,0.064,11,6.81,7.1,7.25,5.09
TCBIS1445,5.22,0.455,0.81,0.392,0.435,0.459,0.868,0.181,-0.131,0.303,0.557,0.324,0.625,0.062,0.086,16,7.68,5.83,7.33,7.03
TCBIS1446,11.047,0.331,0.502,0.712,0.382,0.303,0.987,0.091,0.198,-0.09,0.502,0.439,0.883,0.361,0.501,21,6.02,6.47,6.12,6.54
TCBIS1447,4.985,0.351,0.18,0.723,0.559,0.688,0.602,0.457,-0.267,0.578,0.167,0.789,0.265,0.107,0.142,14,8.03,6.22,6.88,4.58
TCBIS1448,9.662,0.609,0.842,0.538,0.753,0.47,0.732,0.288,-0.303,0.092,0.704,0.621,0.302,0.373,0.449,17,5.37,6.6,5.81,7.19
TCBIS1449,4.17,0.494,0.192,0.506,0.34,0.474,0.746,0.303,-0.113,0.547,0.161,0.299,0.443,0.212,0.102,12,6.16,5.39,6.42,4.34
TCBIS1450,10.582,0.703,0.714,0.384,0.483,0.424,0.607,0.315,0.223,-0.316,0.481,0.648,0.828,0.084,0.048,22,6.61,5.08,5.41,6.62
TCBIS1451,6.66,0.26,0.631,0.209,0.195,0.424,0.711,0.238,-0.372,0.117,0.574,0.412,0.503,0.203,0.468,18,6.78,4.15,6.67,6.36
TCBIS1452,8.035,0.895,0.518,0.486,0.356,0.43,0.764,0.225,0.153,-0.219,0.402,0.494,0.627,0.107,0.187,12,6.08,5.59,5.64,6.02
TCBIS1453,4.484,0.373,0.038,0.509,0.72,0.587,0.986,0.023,0.038,0.645,0.147,0.49,0.607,0.496,0.349,15,6.11,4.72,6.22,2.92
TCBIS1454,2.238,0.628,0.863,0.115,0.142,0.533,0.605,0.42,0.473,0.488,0.646,0.324,0.814,0.349,0.244,11,6.81,4.6,5.48,7.38
TCBIS1455,4.907,0.395,0.215,0.391,0.238,0.55,0.779,0.208,-0.133,0.518,0.235,0.546,0.424,0.352,0.272,20,6.62,4.57,7.04,5.45
TCBIS1456,7.905,0.485,0.368,0.969,0.558,0.397,0.382,0.665,-0.415,-0.179,0.359,0.366,0.656,0.255,0.341,22,5.92,7.42,6.37,5.42
TCBIS1457,9.79,0.67,0.088,0.598,0.809,0.458,0.765,0.244,0.03,0.076,0.114,0.591,0.7,0.497,0.161,24,6.59,6.08,6.16,3.87
TCBIS1458,8.64,0.199,0.459,0.344,0.401,0.334,0.952,0.051,-0.059,0.491,0.44,0.317,0.639,0.13,0.406,18,6.8,4.73,6.13,6.06
TCBIS1459,1.137,0.662,0.006,0.534,0.423,0.645,0.804,0.196,-0.257,0.373,0.094,0.427,0.765,0.069,0.257,12,6.63,5.19,6.36,3.63
TCBIS1460,10.433,0.669,0.553,0.029,0.48,0.395,0.538,0.388,0.15,-0.347,0.511,0.573,0.5,0.056,0.434,22,5.33,3.72,5.93,6.37
TCBIS1461,6.893,0.606,0.446,0.517,0.584,0.513,0.866,0.179,-0.325,0.293,0.368,0.54,0.49,0.177,0.224,23,8.04,5.75,7.87,5.53
TCBIS1462,6.603,0.474,0.377,0.842,0.706,0.617,0.473,0.595,0.1,0.296,0.317,0.723,0.41,0.02,0.205,12,7.3,6.46,7.04,4.78
TCBIS1463,9.539,0.503,0.039,0.202,0.436,0.397,0.695,0.372,-0.312,-0.078,0.252,0.518,0.323,0.44,0.648,20,4.75,4.32,5.72,3.55
TCBIS1464,8.816,0.113,0.312,0.638,0.793,0.456,0.77,0.269,0.237,0.433,0.232,0.515,0.688,0.014,0.083,20,6.39,7.18,7.04,4.53
TCBIS1465,7.814,0.547,0.255,0.449,0.376,0.438,0.908,0.038,0.487,0.021,0.207,0.491,0.708,0.042,0.118,21,7.01,5.22,6.26,4.03
TCBIS1466,6.405,0.609,0.406,0.496,0.717,0.325,0.272,0.681,0.15,0.404,0.338,0.056,0.676,0.581,0.211,16,4.36,6.1,4.8,5.16
TCBIS1467,9.796,0.363,0.408,0.219,0.172,0.219,0.602,0.417,-0.109,-0.026,0.268,0.203,0.867,0.058,0.009,20,5.36,3.99,6.57,4.76
TCBIS1468,1.826,0.771,0.624,0.6,0.756,0.736,0.912,0.104,0.139,0.146,0.42,0.607,0.66,0.157,0.042,17,7.86,5.86,5.85,5.62
TCBIS1469,10.154,0.473,0.738,0.244,0.341,0.318,0.561,0.493,0.323,0.312,0.611,0.412,0.772,0.024,0.374,14,5.15,4.52,7.7,7.43
TCBIS1470,4.034,0.327,0.502,0.665,0.42,0.721,0.761,0.162,0.303,-0.045,0.534,0.819,0.767,0.14,0.594,12,8.52,5.42,8.56,6.02
TCBIS1471,11.194,0.303,0.539,0.52,0.728,0.299,0.791,0.169,-0.12,-0.277,0.495,0.364,0.629,0.141,0.413,16,5.27,6.0,6.34,5.6
TCBIS1472,3.699,0.234,0.379,0.822,0.573,0.644,0.513,0.464,-0.088,0.47,0.273,0.588,0.67,0.334,0.076,24,7.63,6.6,5.17,4.84
TCBIS1473,7.901,0.643,0.661,0.79,0.775,0.635,0.518,0.411,-0.312,-0.234,0.468,0.846,0.811,0.009,0.11,12,8.17,7.32,6.22,6.61
TCBIS1474,9.29,0.505,0.477,0.439,0.363,0.275,0.606,0.341,-0.238,-0.005,0.482,0.245,0.788,0.791,0.491,13,4.44,4.68,6.2,6.03
TCBIS1475,5.705,0.311,0.756,0.227,0.353,0.565,0.886,0.108,0.023,0.195,0.603,0.616,0.441,0.004,0.319,14,7.59,5.1,7.57,6.82
TCBIS1476,8.51,0.578,0.581,0.863,0.453,0.432,0.911,0.093,0.197,0.59,0.443,0.513,0.615,0.242,0.186,20,6.36,7.36,6.48,5.87
TCBIS1477,4.077,0.734,0.08,0.7,0.673,0.376,0.796,0.252,-0.113,-0.327,0.191,0.0,0.339,0.454,0.396,23,5.64,6.23,4.75,3.76
TCBIS1478,4.407,0.223,0.496,0.75,0.367,0.593,0.872,0.072,0.101,-0.018,0.346,0.575,0.643,0.45,0.067,19,6.78,5.09,6.51,5.02
TCBIS1479,4.056,0.437,0.216,0.334,0.582,0.52,0.742,0.287,-0.297,-0.151,0.158,0.339,0.707,0.03,0.05,17,7.23,5.32,7.39,4.13
TCBIS1480,8.166,0.331,0.688,0.44,0.333,0.576,1.0,0.059,-0.299,0.035,0.683,0.835,0.963,0.07,0.674,10,7.75,5.67,6.86,7.23
TCBIS1481,4.093,0.167,0.277,0.829,0.656,0.486,0.747,0.196,-0.226,-0.256,0.236,0.249,0.381,0.423,0.161,12,6.14,6.84,4.88,4.41
TCBIS1482,5.174,0.088,0.705,0.453,0.381,0.385,0.789,0.186,-0.029,0.254,0.619,0.168,0.555,0.093,0.46,20,5.76,3.84,6.04,6.69
TCBIS1483,5.997,0.39,0.647,0.654,0.331,0.474,0.674,0.26,-0.303,0.043,0.627,0.442,0.689,0.18,0.59,22,5.97,6.17,6.9,7.14
TCBIS1484,3.482,0.436,0.406,0.825,0.619,0.73,0.737,0.241,0.339,-0.141,0.384,0.753,0.52,0.05,0.344,20,8.85,6.36,8.14,4.97
TCBIS1485,11.239,0.723,0.592,0.905,0.887,0.15,1.0,0.074,0.518,0.155,0.565,0.0,0.934,0.472,0.516,18,4.04,7.12,5.2,6.57
TCBIS1486,4.621,0.389,0.756,0.617,0.501,0.543,0.905,0.139,0.339,0.134,0.586,0.451,0.674,0.518,0.27,18,6.36,5.77,6.0,7.17
TCBIS1487,6.044,0.893,0.479,0.142,0.188,0.539,0.73,0.217,-0.083,0.457,0.501,0.622,0.578,0.05,0.543,22,7.63,3.87,5.15,6.25
TCBIS1488,3.596,0.163,0.519,0.729,0.557,0.59,0.728,0.34,-0.151,0.402,0.436,0.465,0.719,0.163,0.283,18,7.2,6.69,5.9,6.66
TCBIS1489,5.218,0.389,0.236,0.34,0.678,0.394,0.702,0.338,-0.264,-0.21,0.281,0.126,0.576,0.245,0.365,20,5.41,5.49,5.67,4.43
TCBIS1490,7.794,0.491,0.607,0.136,0.105,0.598,0.925,0.021,0.316,0.322,0.576,0.905,0.394,0.024,0.519,20,8.38,4.41,8.42,6.7
TCBIS1491,7.839,0.678,0.089,0.578,0.728,0.481,0.934,0.005,0.378,0.451,0.114,0.51,0.699,0.23,0.161,19,6.84,6.01,5.48,3.53
TCBIS1492,3.609,0.581,0.426,0.73,0.754,0.772,0.701,0.25,-0.492,-0.315,0.378,0.826,0.933,0.422,0.288,10,6.79,7.83,7.17,5.69
TCBIS1493,9.564,0.72,0.626,0.545,0.491,0.381,0.84,0.183,0.107,0.137,0.492,0.474,0.761,0.109,0.244,20,5.81,4.95,5.95,5.44
TCBIS1494,2.73,0.254,0.388,0.539,0.754,0.62,0.957,0.04,0.134,0.325,0.352,0.421,0.861,0.192,0.286,20,6.61,6.51,6.54,4.79
TCBIS1495,2.697,0.375,0.769,0.519,0.321,0.79,0.862,0.218,-0.358,0.24,0.591,0.891,0.59,0.012,0.261,15,8.71,5.58,7.81,6.72
TCBIS1496,4.154,0.292,0.689,0.688,0.317,0.596,0.669,0.366,-0.107,-0.046,0.464,0.573,0.747,0.012,0.045,11,7.71,6.18,6.86,5.76
TCBIS1497,7.738,0.409,0.701,0.62,0.761,0.427,0.58,0.431,0.135,0.39,0.59,0.374,0.426,0.159,0.384,22,6.49,6.78,5.82,6.26
TCBIS1498,3.321,0.393,0.34,0.511,0.327,0.766,0.871,0.205,0.425,0.476,0.362,0.886,0.869,0.165,0.404,22,8.85,5.19,7.91,6.12
TCBIS1499,11.099,0.897,0.356,0.839,0.382,0.199,0.816,0.199,0.338,0.405,0.329,0.21,0.833,0.12,0.28,12,5.44,6.91,4.75,5.27
TCBIS1500,5.907,0.188,0.107,0.516,0.699,0.48,1.0,0.052,0.128,0.631,0.114,0.365,0.773,0.219,0.128,24,6.36,5.55,5.91,3.81
TCBIS1501,9.681,0.753,0.193,0.375,0.234,0.399,0.555,0.511,0.406,0.211,0.253,0.579,0.634,0.179,0.363,22,5.99,4.62,4.23,4.91
TCBIS1502,11.379,0.238,0.465,0.586,0.419,0.17,0.865,0.19,0.094,-0.294,0.393,0.161,0.85,0.23,0.258,21,4.02,4.96,6.11,5.38
TCBIS1503,9.724,0.17,0.458,0.481,0.604,0.357,1.0,0.032,0.303,0.532,0.318,0.408,0.339,0.404,0.059,18,5.07,5.14,6.62,5.67
TCBIS1504,5.641,0.557,0.436,0.533,0.362,0.439,0.587,0.466,-0.356,0.367,0.39,0.329,0.445,0.177,0.305,18,6.02,5.31,5.47,4.62
TCBIS1505,8.387,0.328,0.565,0.353,0.246,0.383,0.626,0.304,-0.356,0.317,0.512,0.442,0.921,0.008,0.414,16,6.09,4.71,6.91,5.72
TCBIS1506,3.572,0.844,0.545,0.159,0.433,0.545,0.857,0.166,0.281,0.502,0.596,0.39,0.659,0.072,0.691,12,6.74,4.02,5.45,5.82
TCBIS1507,4.456,0.629,0.59,0.736,0.438,0.66,0.868,0.208,-0.09,0.322,0.418,0.713,0.381,0.261,0.1,17,7.41,6.79,6.15,5.4
TCBIS1508,5.19,0.557,0.553,0.298,0.251,0.681,0.92,0.051,-0.203,0.15,0.438,0.856,0.475,0.118,0.225,19,8.24,4.24,7.9,5.87
TCBIS1509,1.873,0.581,0.272,0.053,0.563,0.744,0.892,0.068,-0.211,-0.197,0.274,0.673,0.282,0.245,0.279,10,7.82,3.53,7.51,4.94
TCBIS1510,7.159,0.174,0.784,0.338,0.25,0.49,0.688,0.386,0.276,0.59,0.698,0.584,0.497,0.042,0.537,19,7.41,5.37,6.42,7.36
TCBIS1511,2.619,0.528,0.516,0.477,0.374,0.471,0.884,0.094,0.013,0.53,0.346,0.165,0.777,0.444,0.029,10,5.17,5.08,5.79,5.25
TCBIS1512,6.134,0.802,0.812,0.326,0.257,0.598,0.523,0.527,-0.195,0.227,0.556,0.744,0.902,0.237,0.082,24,7.01,4.01,5.7,6.82
TCBIS1513,4.642,0.582,0.224,0.59,0.79,0.695,0.355,0.581,0.386,0.555,0.224,0.725,0.805,0.126,0.224,13,7.79,6.5,6.3,5.18
TCBIS1514,4.128,0.198,0.367,0.377,0.434,0.699,0.748,0.188,0.133,0.429,0.411,0.775,0.312,0.118,0.492,15,8.02,5.1,6.28,4.95
TCBIS1515,9.32,0.601,0.484,0.277,0.435,0.492,0.963,0.061,0.382,0.15,0.363,0.714,0.86,0.118,0.139,13,8.05,4.96,6.93,5.54
TCBIS1516,9.413,0.919,0.446,0.542,0.688,0.459,0.807,0.168,-0.127,-0.006,0.367,0.591,0.803,0.081,0.221,13,6.45,6.16,4.82,5.9
TCBIS1517,3.87,0.483,0.407,0.77,0.817,0.72,0.91,0.077,-0.349,0.576,0.308,0.716,0.519,0.352,0.124,20,7.93,6.95,6.71,5.43
TCBIS1518,10.285,0.235,0.416,0.189,0.479,0.397,0.527,0.426,-0.424,-0.12,0.39,0.567,0.701,0.019,0.341,19,6.34,4.06,6.29,5.65
TCBIS1519,8.355,0.461,0.329,0.497,0.621,0.617,0.658,0.368,0.263,-0.105,0.392,0.875,0.834,0.095,0.51,11,8.28,6.81,7.37,5.26
TCBIS1520,2.85,0.456,0.484,0.277,0.349,0.735,0.898,0.051,-0.176,-0.019,0.362,0.776,0.799,0.125,0.135,14,8.18,3.83,6.38,5.58
TCBIS1521,3.799,0.617,0.328,0.62,0.442,0.482,0.546,0.531,0.462,0.307,0.361,0.265,0.532,0.259,0.422,20,6.06,6.08,6.17,4.47
TCBIS1522,1.546,0.435,0.702,0.563,0.587,0.679,0.992,0.017,-0.013,0.069,0.662,0.497,0.626,0.193,0.587,12,7.17,5.86,6.9,7.19
TCBIS1523,2.058,0.575,0.109,0.789,0.743,0.791,0.85,0.106,-0.351,0.46,0.308,0.751,0.579,0.431,0.679,10,8.5,7.22,7.54,4.25
TCBIS1524,1.054,0.403,0.323,0.083,0.4,0.666,1.0,0.033,-0.233,0.46,0.25,0.473,0.544,0.142,0.113,14,7.87,3.22,7.18,4.04
TCBIS1525,4.3,0.752,0.757,0.659,0.749,0.665,0.786,0.25,0.417,-0.101,0.52,0.643,0.485,0.381,0.08,24,7.55,5.59,6.09,6.33
TCBIS1526,3.226,0.559,0.625,0.314,0.627,0.698,0.839,0.086,-0.088,-0.034,0.479,0.659,0.637,0.079,0.207,12,7.4,5.81,7.11,6.67
TCBIS1527,7.013,0.467,0.73,0.358,0.196,0.529,0.668,0.365,-0.433,-0.181,0.501,0.672,0.794,0.18,0.077,22,7.03,4.99,8.03,6.33
TCBIS1528,4.2,0.659,0.695,0.293,0.399,0.714,0.743,0.273,0.33,0.25,0.537,0.82,0.446,0.155,0.244,19,7.66,4.74,6.06,5.8
TCBIS1529,2.79,0.384,0.908,0.465,0.449,0.532,0.59,0.43,0.145,-0.124,0.656,0.297,0.927,0.167,0.187,18,6.1,5.54,6.09,7.29
TCBIS1530,10.568,0.111,0.656,0.451,0.707,0.173,0.833,0.234,0.332,0.39,0.605,0.041,0.82,0.487,0.509,12,3.77,5.46,5.31,7.44
TCBIS1531,10.307,0.787,0.769,0.611,0.617,0.476,0.973,0.047,0.073,-0.152,0.624,0.713,0.528,0.1,0.355,18,6.5,6.15,5.72,7.8
TCBIS1532,3.105,0.211,0.472,0.442,0.708,0.742,0.692,0.259,-0.35,0.338,0.41,0.73,0.523,0.313,0.295,15,8.16,5.56,5.44,4.94
TCBIS1533,9.412,0.844,0.77,0.535,0.261,0.269,0.912,0.018,0.183,0.109,0.559,0.264,0.887,0.211,0.167,22,5.18,4.81,5.63,6.9
TCBIS1534,5.647,0.207,0.319,0.367,0.356,0.641,0.961,0.106,-0.12,-0.177,0.311,0.779,0.328,0.21,0.295,12,7.19,4.61,6.62,5.18
TCBIS1535,10.091,0.386,0.285,0.688,0.56,0.409,0.983,0.046,-0.267,0.556,0.325,0.56,0.94,0.165,0.398,15,6.47,7.46,6.89,5.27
TCBIS1536,8.784,0.832,0.275,0.855,0.801,0.572,0.609,0.41,0.133,0.304,0.288,0.769,0.686,0.022,0.312,18,7.26,7.18,5.77,4.14
TCBIS1537,8.493,0.53,0.55,0.93,0.765,0.395,0.845,0.099,-0.153,0.334,0.601,0.36,0.443,0.043,0.696,16,6.86,8.39,6.99,6.08
TCBIS1538,4.529,0.644,0.811,0.12,0.357,0.66,0.966,0.092,0.341,0.202,0.614,0.736,0.723,0.122,0.248,12,7.39,3.77,7.61,7.1
TCBIS1539,1.632,0.278,0.464,0.135,0.348,0.642,0.765,0.229,-0.398,0.545,0.507,0.474,0.633,0.085,0.587,11,7.46,3.87,6.6,6.48
TCBIS1540,2.58,0.722,0.123,0.499,0.405,0.757,0.993,0.071,-0.369,0.529,0.179,0.791,0.448,0.086,0.283,19,8.64,5.28,5.96,3.59
TCBIS1541,4.348,0.439,0.441,0.422,0.205,0.467,0.957,0.022,-0.369,0.431,0.306,0.326,0.739,0.041,0.054,19,6.54,4.76,7.89,5.02
TCBIS1542,1.053,0.709,0.726,0.449,0.676,0.83,0.611,0.345,-0.184,0.461,0.617,0.775,0.441,0.23,0.415,15,8.49,5.44,5.72,6.84
TCBIS1543,10.466,0.246,0.38,0.224,0.479,0.167,0.766,0.246,-0.352,-0.081,0.36,0.069,0.381,0.147,0.322,23,4.08,4.46,6.0,4.58
TCBIS1544,8.05,0.369,0.371,0.48,0.577,0.432,0.726,0.253,0.504,0.241,0.277,0.452,0.635,0.048,0.103,22,6.84,5.41,6.45,5.05
TCBIS1545,6.548,0.523,0.652,0.7,0.829,0.643,0.91,0.154,-0.535,-0.275,0.649,0.749,0.668,0.094,0.644,15,7.74,6.23,8.11,7.52
TCBIS1546,9.048,0.644,0.67,0.305,0.192,0.204,0.634,0.352,-0.378,0.55,0.498,0.107,0.294,0.143,0.179,13,4.24,4.19,5.58,6.3
TCBIS1547,8.405,0.111,0.534,0.172,0.37,0.491,0.824,0.163,0.03,0.037,0.554,0.656,0.692,0.017,0.59,10,7.46,4.18,5.4,6.25
TCBIS1548,9.526,0.077,0.433,0.574,0.323,0.441,0.898,0.089,0.349,-0.128,0.362,0.641,0.691,0.242,0.231,15,7.42,4.93,5.43,5.25
TCBIS1549,1.426,0.745,0.556,0.148,0.453,0.729,0.694,0.24,0.277,0.369,0.464,0.628,0.916,0.127,0.294,14,7.91,3.88,4.82,5.82
TCBIS1550,9.734,0.609,0.751,0.625,0.765,0.246,0.988,0.029,-0.473,0.276,0.56,0.125,0.392,0.163,0.204,15,4.99,5.96,5.88,6.05
TCBIS1551,7.077,0.525,0.263,0.79,0.684,0.454,0.865,0.187,-0.301,0.449,0.174,0.402,0.786,0.325,0.009,23,6.27,8.43,6.26,4.17
TCBIS1552,2.006,0.347,0.539,0.697,0.511,0.559,0.401,0.534,-0.129,0.189,0.44,0.282,0.644,0.093,0.257,16,5.54,5.96,6.32,5.96
TCBIS1553,2.335,0.196,0.159,0.723,0.769,0.631,0.507,0.455,0.33,-0.162,0.211,0.411,0.594,0.053,0.308,12,7.53,6.48,6.56,5.22
TCBIS1554,1.872,0.263,0.139,0.352,0.607,0.829,0.867,0.171,0.03,-0.151,0.136,0.851,0.874,0.006,0.131,16,9.14,5.22,6.82,3.49
TCBIS1555,6.23,0.482,0.25,0.802,0.769,0.584,0.672,0.257,0.016,0.281,0.292,0.607,0.285,0.377,0.369,19,5.41,6.83,6.58,5.01
TCBIS1556,7.246,0.538,0.079,0.416,0.697,0.562,0.545,0.424,-0.232,0.569,0.149,0.652,0.108,0.464,0.278,15,6.06,5.77,6.09,3.29
TCBIS1557,8.619,0.497,0.716,0.501,0.301,0.538,0.787,0.201,0.257,0.427,0.591,0.791,0.687,0.038,0.36,24,7.56,5.77,7.54,7.55
TCBIS1558,8.362,0.591,0.039,0.221,0.36,0.372,0.926,0.072,0.535,0.002,0.246,0.389,0.73,0.214,0.631,22,6.42,4.57,6.37,4.45
TCBIS1559,10.277,0.714,0.328,0.327,0.686,0.277,0.602,0.423,0.39,0.224,0.297,0.254,0.486,0.035,0.239,11,4.6,5.27,5.55,4.14
TCBIS1560,7.292,0.365,0.139,0.908,0.517,0.62,0.933,0.041,0.12,0.596,0.303,0.824,0.951,0.106,0.608,20,8.18,6.74,6.89,5.15
